,accept,entity,label,uniq_id,previous_encoding,new_encoding,entities,abridged_xpath,descendant_order,file
21,,New-York,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach <placeName>New-York</placeName>&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['New-York', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
22,,Hartford,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at <placeName>Hartford</placeName> at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at <placeName>Hartford</placeName> I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from <placeName>Hartford</placeName> to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at <placeName>Hartford</placeName> I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left <placeName>Hartford</placeName> between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['Hartford', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
23,,New-York,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach <placeName>New-York</placeName>&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['New-York', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
24,,Hartford,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at <placeName>Hartford</placeName> at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at <placeName>Hartford</placeName> I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from <placeName>Hartford</placeName> to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at <placeName>Hartford</placeName> I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left <placeName>Hartford</placeName> between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['Hartford', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
25,,New-Haven,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach <placeName>New-Haven</placeName>&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['New-Haven', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
26,,New-Haven,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach <placeName>New-Haven</placeName>&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['New-Haven', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
27,,New-York,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach <placeName>New-York</placeName>&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['New-York', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
28,,Washington,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach <placeName>Washington</placeName>, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['Washington', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
29,,New-Haven,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach <placeName>New-Haven</placeName>&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['New-Haven', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
30,,Hartford,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at <placeName>Hartford</placeName> at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at <placeName>Hartford</placeName> I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from <placeName>Hartford</placeName> to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at <placeName>Hartford</placeName> I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left <placeName>Hartford</placeName> between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","['Hartford', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
31,,Farmington,GPE,,"<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through Farmington and Southington, arrived</p> ","<p xmlns=""http://www.tei-c.org/ns/1.0""><date>27. </date>About 6. this morning I left Brookfield&#8212; Breakfasted at Palmer. Dined at Suffield in Connecticut, and arrived at Hartford at Sun-Set. I had a fellow-traveller as far as Springfield. 28 miles; and the remainder of the way was alone. On arriving at Hartford I found that I had been misinformed at Boston, as to the time taken by this line of Stages, to reach New-York&#8212; They had told me, that I should be but two days from Hartford to New-York; and it was upon this Statement that I postponed the day of my departure untill yesterday, from the day before&#8212; But at Hartford I learnt, that the Stage would take the whole day to-morrow to reach New-Haven&#8212; That the next day being Sunday, it would not go from New-Haven at all&#8212; And that leaving that place on Monday, it would go only to Rye on that day, and arrive at New-York about noon on Tuesday&#8212; This would delay me so much as to make it doubtful whether I could reach Washington, by the fourth or even the fifth of February, when at the latest I ought to be there&#8212; I determined therefore to proceed this Evening to New-Haven, and overtake the Stage, which goes to-morrow morning from that place&#8212; By giving an extra-price to the proprietor of the line, I prevailed upon him to send me on accordingly&#8212;left Hartford between 6 and 7. this Evening; and traveling through <placeName>Farmington</placeName> and Southington, arrived</p> ","['Farmington', 'GPE']",".//ns:body//{http://www.tei-c.org/ns/1.0}div[@xml:id=""jqadiaries-v27-1809-01-xx""]/{http://www.tei-c.org/ns/1.0}div",30,JQADiaries-v27-1809-01-p383.xml
