file,date,places,coordinates,lat,lon
CMS1813-08-05-toRobertSedgwickIF.xml,1813-08-05,Lebanon,"(33.8750629, 35.843409)",33.8750629,35.843409
CMS1818-02-15-toFrancesSedgwickWatsonF.xml,1818-02-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1818-02-15-toFrancesSedgwickWatsonF.xml,1818-02-15,Blandford,"(46.248725, -72.002335)",46.248725,-72.002335
CMS1818-02-15-toFrancesSedgwickWatsonF.xml,1818-02-15,Brentford,"(51.4863958, -0.3216623)",51.4863958,-0.3216623
CMS1818-02-15-toFrancesSedgwickWatsonF.xml,1818-02-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1818-02-15-toFrancesSedgwickWatsonF.xml,1818-02-15,Sun,"(22.331829, 114.0285535386117)",22.331829,114.0285535386117
CMS1818-02-15-toFrancesSedgwickWatsonF.xml,1818-02-15,France,"(46.603354, 1.8883335)",46.603354,1.8883335
CMS1818-02-15-toFrancesSedgwickWatsonF.xml,1818-02-15,England,"(52.5310214, -1.2649062)",52.5310214,-1.2649062
CMS1812-07-23-toRobertSedgwickIF.xml,1812-07-23,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1801-12-12-toTheodoreSedgwickIF.xml,1801-12-12,Rosina,"(49.1833755, 18.7666847)",49.1833755,18.7666847
CMS1801-12-12-toTheodoreSedgwickIF.xml,1801-12-12,Roma,"(41.8933203, 12.4829321)",41.8933203,12.4829321
CMS1813-02-15-tofrancesSedgwickWatsonF.xml,1813-02-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1813-02-15-tofrancesSedgwickWatsonF.xml,1813-02-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1813-02-15-tofrancesSedgwickWatsonF.xml,1813-02-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1818-11-15-toRobertSedgwickIF.xml,1818-11-15,Love,"(53.4853689, -104.1651802)",53.4853689,-104.1651802
CMS1818-11-15-toRobertSedgwickIF.xml,1818-11-15,Postscript,"(35.213111, -97.4449734)",35.213111,-97.4449734
CMS1818-11-15-toRobertSedgwickIF.xml,1818-11-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1818-11-15-toRobertSedgwickIF.xml,1818-11-15,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1814-05-17-toFrancesSedgwickWatsonF.xml,1814-05-17,Mrs Louis,"(33.5880164, -7.6132062)",33.5880164,-7.6132062
CMS1814-05-17-toFrancesSedgwickWatsonF.xml,1814-05-17,Hudson,"(42.7654433, -71.4397167)",42.7654433,-71.4397167
CMS1814-05-17-toFrancesSedgwickWatsonF.xml,1814-05-17,Hudson,"(42.7654433, -71.4397167)",42.7654433,-71.4397167
CMS1814-05-17-toFrancesSedgwickWatsonF.xml,1814-05-17,Town,"(13.729125, -60.9544706)",13.729125,-60.9544706
CMS1814-05-17-toFrancesSedgwickWatsonF.xml,1814-05-17,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,Catharine,"(42.312852, -76.7846764)",42.312852,-76.7846764
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,Christendom,"(52.2596702, -7.098505554352519)",52.2596702,-7.098505554352519
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,Aunty,"(3.82011, 11.4908478)",3.82011,11.4908478
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,Bleecker,"(32.5833785, -85.1640705)",32.5833785,-85.1640705
CMS1810-04-20-toFrancesSedgwickWatsonF.xml,1810-04-20,India,"(22.3511148, 78.6677428)",22.3511148,78.6677428
CMS1804-11-19-toPamelaDwightSedgwickFD.xml,0000-00-00,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1804-11-19-toPamelaDwightSedgwickFD.xml,0000-00-00,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1815-11-23-toJaneMinotSedgwickF.xml,1815-11-23,Morn,"(60.5385846, 14.3456453)",60.5385846,14.3456453
CMS1815-11-23-toJaneMinotSedgwickF.xml,1815-11-23,Brookfield,"(41.8228378, -87.848085)",41.8228378,-87.848085
CMS1818-11-12-toRobertSedgwickIF.xml,1818-11-12,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1818-11-12-toRobertSedgwickIF.xml,1818-11-12,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1807-12-28-toFrancesSedgwickWatsonF (1).xml,1807-12-28,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1807-12-28-toFrancesSedgwickWatsonF (1).xml,1807-12-28,Lover,"(40.1125723, -79.9503277)",40.1125723,-79.9503277
CMS1818-04-26-toFrancesSedgwickWatsonF (3).xml,1818-04-26,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1818-04-26-toFrancesSedgwickWatsonF (3).xml,1818-04-26,Crape,"(40.836472, -5.201583)",40.836472,-5.201583
CMS1810-03-27-toFrancesSedgwickWatsonF.xml,1810-03-27,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1810-03-27-toFrancesSedgwickWatsonF.xml,1810-03-27,Boat,"(37.2405847, 127.0992779)",37.2405847,127.0992779
CMS1810-03-27-toFrancesSedgwickWatsonF.xml,1810-03-27,Oakhill,"(44.39504135, -64.49457552462782)",44.39504135,-64.49457552462782
CMS1818-11-21-toRobertSedgwickIF (2).xml,1818-11-21,the Isle of Sky,"(28.5289968, -81.1894251)",28.5289968,-81.1894251
CMS1818-11-21-toRobertSedgwickIF (2).xml,1818-11-21,Eliz,"(45.333976699999994, -75.66604651228172)",45.333976699999994,-75.66604651228172
CMS1818-11-21-toRobertSedgwickIF (2).xml,1818-11-21,Paris,"(48.8588897, 2.3200410217200766)",48.8588897,2.3200410217200766
CMS1818-11-21-toRobertSedgwickIF (2).xml,1818-11-21,Abbe,"(51.7937267, 10.5674743)",51.7937267,10.5674743
CMS1818-11-21-toRobertSedgwickIF (2).xml,1818-11-21,Cornwall,"(50.443348900000004, -4.62465658489158)",50.443348900000004,-4.62465658489158
CMS1818-11-21-toRobertSedgwickIF (2).xml,1818-11-21,Green River,"(41.5290933, -109.466473)",41.5290933,-109.466473
CMS1818-11-21-toRobertSedgwickIF (2).xml,1818-11-21,North,"(13.4526455, -2.227736)",13.4526455,-2.227736
CMS1816-02-26-toFrancesSedgwickWatsonF (1).xml,1816-02-26,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1816-02-26-toFrancesSedgwickWatsonF (1).xml,1816-02-26,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1816-02-26-toFrancesSedgwickWatsonF (1).xml,1816-02-26,Jupiter,"(26.9342246, -80.0942087)",26.9342246,-80.0942087
CMS1807-07-07 toFrancesSedgwickWatsonF copy.xml,1807-00-00,Anchor,"(40.5680898, -88.5356146)",40.5680898,-88.5356146
CMS1807-07-07 toFrancesSedgwickWatsonF copy.xml,1807-00-00,Connecticut,"(41.6500201, -72.7342163)",41.6500201,-72.7342163
CMS1807-07-07 toFrancesSedgwickWatsonF copy.xml,1807-00-00,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1810-02-22-toTheodoreSedgwickI.xml,1810-02-22,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1810-02-22-toTheodoreSedgwickI.xml,1810-02-22,Washington,"(38.8950368, -77.0365427)",38.8950368,-77.0365427
CMS1810-02-22-toTheodoreSedgwickI.xml,1810-02-22,Pomeroy,"(42.5510885, -94.6838687)",42.5510885,-94.6838687
CMS1809-01-27-toTheodoreSedgwickIF (1).xml,1809-01-27,Albany,"(41.000028, 19.9999619)",41.000028,19.9999619
CMS1812-12-16-toRobertSedgwickIF.xml,1812-12-16,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1817-10-20-toRobertSedgwickIF.xml,1817-10-20,France,"(46.603354, 1.8883335)",46.603354,1.8883335
CMS1817-10-20-toRobertSedgwickIF.xml,1817-10-20,Spain,"(39.3260685, -4.8379791)",39.3260685,-4.8379791
CMS1817-10-20-toRobertSedgwickIF.xml,1817-10-20,Earth,"(34.2331373, -102.4107493)",34.2331373,-102.4107493
CMS1808-11-22-toTheodoreSedgwickIF (4).xml,1808-11-22,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1808-11-22-toTheodoreSedgwickIF (4).xml,1808-11-22,Salem,"(44.9391565, -123.033121)",44.9391565,-123.033121
CMS1808-11-22-toTheodoreSedgwickIF (4).xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1808-11-22-toTheodoreSedgwickIF (4).xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1808-11-22-toTheodoreSedgwickIF (4).xml,1808-11-22,New York,"(40.7127281, -74.0060152)",40.7127281,-74.0060152
CMS1808-11-22-toTheodoreSedgwickIF (4).xml,1808-11-22,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1813-01-05-toFrancesSedgwickWatsonF.xml,1813-01-05,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
CMS1813-01-05-toFrancesSedgwickWatsonF.xml,1813-01-05,Boston,"(42.3602534, -71.0582912)",42.3602534,-71.0582912
